,VGS,L,W,ID_NMOS,ID_PMOS,gm_NMOS,gm_PMOS,gds_NMOS,gds_PMOS,Vov_NMOS,Vstar_NMOS,Vov_PMOS,Vstar_PMOS
321,1.38,1e-06,5e-06,0.0004611376,-0.0001145561,0.0008305883,0.0002108276,2.446365e-05,6.657428e-06,0.975687,1.110388,-0.9691157,-1.086727
322,1.39,1e-06,5e-06,0.0004694638,-0.0001166713,0.0008346361,0.0002122762,2.54924e-05,6.984204e-06,0.985687,1.124955,-0.9791154,-1.099241
323,1.4,1e-06,5e-06,0.0004778298,-0.0001188009,0.000838541,0.0002136957,2.657997e-05,7.3376e-06,0.995687,1.13967,-0.989115,-1.11187
324,1.41,1e-06,5e-06,0.0004862342,-0.0001209445,0.0008423,0.000215084,2.773044e-05,7.720354e-06,1.005687,1.154539,-0.9991147,-1.124626
325,1.42,1e-06,5e-06,0.0004946753,-0.0001231018,0.0008459101,0.0002164388,2.894815e-05,8.135448e-06,1.015687,1.169569,-1.009114,-1.137521
326,1.43,1e-06,5e-06,0.0005031518,-0.0001252725,0.0008493682,0.0002177576,3.023778e-05,8.586109e-06,1.025687,1.184767,-1.019114,-1.150569
327,1.44,1e-06,5e-06,0.0005116621,-0.0001274562,0.0008526707,0.0002190375,3.160432e-05,9.075807e-06,1.035687,1.20014,-1.029114,-1.163784
328,1.45,1e-06,5e-06,0.0005202047,-0.0001296525,0.000855814,0.0002202757,3.30531e-05,9.608246e-06,1.045687,1.215696,-1.039113,-1.177184
329,1.46,1e-06,5e-06,0.0005287779,-0.0001318609,0.0008587943,0.0002214692,3.458982e-05,1.018734e-05,1.055687,1.231442,-1.049113,-1.190783
330,1.47,1e-06,5e-06,0.00053738,-0.000134081,0.0008616074,0.0002226148,3.622057e-05,1.081719e-05,1.065687,1.247389,-1.059113,-1.204601
331,1.48,1e-06,5e-06,0.0005460094,-0.0001363123,0.0008642491,0.0002237093,3.795181e-05,1.150202e-05,1.075687,1.263546,-1.069112,-1.218656
332,1.49,1e-06,5e-06,0.0005546644,-0.0001385543,0.0008667148,0.0002247492,3.97904e-05,1.224615e-05,1.085687,1.279924,-1.079112,-1.232968
333,1.5,1e-06,5e-06,0.0005633431,-0.0001408064,0.0008689996,0.0002257315,4.174362e-05,1.305391e-05,1.095687,1.296532,-1.089112,-1.247557
334,1.51,1e-06,5e-06,0.0005720437,-0.000143068,0.0008710984,0.0002266528,4.381915e-05,1.392956e-05,1.105687,1.313385,-1.099111,-1.262442
335,1.52,1e-06,5e-06,0.0005807644,-0.0001453385,0.0008730059,0.0002275101,4.602508e-05,1.487719e-05,1.115687,1.330494,-1.109111,-1.277645
336,1.53,1e-06,5e-06,0.0005895031,-0.0001476173,0.0008747166,0.0002283006,4.83699e-05,1.590065e-05,1.125687,1.347872,-1.11911,-1.293184
337,1.54,1e-06,5e-06,0.000598258,-0.0001499036,0.0008762246,0.0002290217,5.086246e-05,1.70034e-05,1.135687,1.365536,-1.12911,-1.309077
338,1.55,1e-06,5e-06,0.0006070269,-0.0001521967,0.000877524,0.0002296714,5.351197e-05,1.818843e-05,1.145687,1.383499,-1.13911,-1.325343
339,1.56,1e-06,5e-06,0.0006158077,-0.000154496,0.0008786086,0.000230248,5.632793e-05,1.945818e-05,1.155687,1.40178,-1.149109,-1.341996
340,1.57,1e-06,5e-06,0.0006245983,-0.0001568006,0.0008794721,0.0002307503,5.932012e-05,2.081444e-05,1.165687,1.420394,-1.159109,-1.35905
341,1.58,1e-06,5e-06,0.0006333964,-0.0001591099,0.0008801082,0.0002311779,6.249846e-05,2.225826e-05,1.175687,1.43936,-1.169109,-1.376515
342,1.59,1e-06,5e-06,0.0006421997,-0.0001614231,0.0008805106,0.0002315306,6.587298e-05,2.378997e-05,1.185687,1.458698,-1.179108,-1.3944
343,1.6,1e-06,5e-06,0.0006510058,-0.0001637395,0.000880673,0.0002318093,6.945371e-05,2.54091e-05,1.195687,1.478428,-1.189108,-1.412709
344,1.61,1e-06,5e-06,0.0006598123,-0.0001660583,0.0008805892,0.0002320151,7.325052e-05,2.711444e-05,1.205687,1.49857,-1.199107,-1.431444
345,1.62,1e-06,5e-06,0.0006686167,-0.0001683787,0.0008802534,0.0002321497,7.727303e-05,2.890404e-05,1.215687,1.519146,-1.209107,-1.450605
346,1.63,1e-06,5e-06,0.0006774165,-0.0001707002,0.00087966,0.0002322155,8.15304e-05,3.077532e-05,1.225687,1.540178,-1.219107,-1.470188
347,1.64,1e-06,5e-06,0.000686209,-0.000173022,0.0008788042,0.0002322151,8.603124e-05,3.272508e-05,1.235687,1.561688,-1.229106,-1.490187
348,1.65,1e-06,5e-06,0.0006949916,-0.0001753434,0.0008776815,0.0002321517,9.078333e-05,3.474966e-05,1.245687,1.583699,-1.239106,-1.510593
349,1.66,1e-06,5e-06,0.0007037617,-0.0001776639,0.0008762883,0.0002320286,9.579351e-05,3.684502e-05,1.255687,1.606233,-1.249106,-1.531397
350,1.67,1e-06,5e-06,0.0007125165,-0.0001799829,0.0008746219,0.0002318492,0.0001010675,3.90068e-05,1.265687,1.629313,-1.259105,-1.552586
351,1.68,1e-06,5e-06,0.0007212532,-0.0001822999,0.0008726803,0.0002316174,0.0001066095,4.123051e-05,1.275687,1.652961,-1.269105,-1.574147
352,1.69,1e-06,5e-06,0.0007299691,-0.0001846142,0.0008704632,0.0002313367,0.0001124226,4.351154e-05,1.285687,1.677197,-1.279105,-1.596065
353,1.7,1e-06,5e-06,0.0007386615,-0.0001869255,0.0008679709,0.0002310109,0.0001185078,4.584528e-05,1.295687,1.702042,-1.289104,-1.618327
354,1.71,1e-06,5e-06,0.0007473276,-0.0001892334,0.0008652054,0.0002306435,0.0001248647,4.822719e-05,1.305687,1.727515,-1.299104,-1.640917
355,1.72,1e-06,5e-06,0.0007559647,-0.0001915374,0.0008621697,0.000230238,0.0001314909,5.065286e-05,1.315687,1.753633,-1.309103,-1.66382
356,1.73,1e-06,5e-06,0.0007645701,-0.0001938371,0.0008588685,0.0002297979,0.0001383822,5.311806e-05,1.325687,1.780412,-1.319103,-1.687022
357,1.74,1e-06,5e-06,0.0007731411,-0.0001961323,0.0008553074,0.0002293262,0.0001455326,5.561875e-05,1.335687,1.807867,-1.329103,-1.710509
358,1.75,1e-06,5e-06,0.0007816753,-0.0001984226,0.0008514936,0.0002288259,0.0001529343,5.815112e-05,1.345687,1.83601,-1.339102,-1.734267
359,1.76,1e-06,5e-06,0.0007901702,-0.0002007077,0.0008474353,0.0002282998,0.0001605779,6.071163e-05,1.355687,1.864851,-1.349102,-1.758283
360,1.77,1e-06,5e-06,0.0007986232,-0.0002029875,0.0008431417,0.0002277504,0.0001684524,6.329697e-05,1.365687,1.894398,-1.359102,-1.782544
361,1.78,1e-06,5e-06,0.0008070322,-0.0002052617,0.0008386231,0.0002271802,0.0001765456,6.590407e-05,1.375687,1.92466,-1.369101,-1.807039
362,1.79,1e-06,5e-06,0.0008153949,-0.0002075301,0.0008338903,0.0002265913,0.0001848442,6.853013e-05,1.385687,1.955641,-1.379101,-1.831757
363,1.8,1e-06,5e-06,0.0008237093,-0.0002097925,0.0008289549,0.0002259856,0.0001933342,7.117257e-05,1.395687,1.987344,-1.389101,-1.856689
